Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Materials,fe3_o2,al2_o3,ca_o,mg_o,s_o3,loi,fine,gravity,na2_si_o3,na_o_h,fine_aggregates,coarse_aggregates,bulk_density,fineness_modulus,water_absorption,duration,temperature,totalCostsTon,totalCo2_footprintTon,totalDelivery_time,fc_28dGroundTruth,fc_28d_Lab_validation
127,370,222.0,0.6,14.8,1792.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,100.65,108.85,5,52.13,NaN
128,380,171.0,0.45,15.2,1833.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,94.97,98.35,5,56.66,NaN
129,380,190.0,0.5,15.2,1814.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.33,102.63,5,59.03,NaN
130,380,209.0,0.55,15.2,1795.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,99.69,106.91,5,55.26,NaN
131,380,228.0,0.6,15.2,1776.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.05,111.19,5,53.05,NaN
132,390,175.5,0.45,15.6,1818.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,96.18,100.35,5,57.2,NaN
133,390,195.0,0.5,15.6,1799.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,98.6,104.74,5,59.86,NaN
134,390,214.5,0.55,15.6,1779.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,101.03,109.13,5,56.19,NaN
135,390,234.0,0.6,15.6,1760.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,103.45,113.52,5,53.96,NaN
136,400,180.0,0.45,16.0,1804.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,97.39,102.35,5,57.75,NaN
137,400,200.0,0.5,16.0,1784.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,99.88,106.85,5,60.68,NaN
138,400,220.0,0.55,16.0,1764.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.36,111.35,5,57.12,NaN
139,400,240.0,0.6,16.0,1744.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,104.85,115.86,5,54.87,NaN
140,410,184.5,0.45,16.4,1789.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,98.61,104.34,5,58.29,NaN
141,410,205.0,0.5,16.4,1769.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,101.15,108.96,5,61.51,NaN
142,410,225.5,0.55,16.4,1748.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,103.7,113.58,5,58.06,NaN
143,410,246.0,0.6,16.4,1728.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,106.25,118.19,5,55.78,NaN
144,420,189.0,0.45,16.8,1775.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,99.82,106.34,5,58.8,NaN
145,420,210.0,0.5,16.8,1754.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.43,111.07,5,62.29,NaN
146,420,231.0,0.55,16.8,1733.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,105.04,115.8,5,58.93,NaN
147,420,252.0,0.6,16.8,1712.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,107.65,120.53,5,56.64,NaN
148,430,193.5,0.45,17.2,1760.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,101.03,108.34,5,58.03,NaN
149,430,215.0,0.5,17.2,1739.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,103.7,113.18,5,61.95,NaN
150,430,236.5,0.55,17.2,1717.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,106.38,118.02,5,57.37,NaN
151,430,258.0,0.6,17.2,1696.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,109.05,122.86,5,54.31,NaN
152,440,198.0,0.45,17.6,1746.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,102.25,110.34,5,57.27,NaN
153,440,220.0,0.5,17.6,1724.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,104.98,115.29,5,61.61,NaN
154,440,242.0,0.55,17.6,1702.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,107.71,120.24,5,55.82,NaN
155,440,264.0,0.6,17.6,1680.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,110.45,125.2,5,51.98,NaN
156,450,202.5,0.45,18.0,1731.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,103.46,112.33,5,56.56,NaN
157,450,225.0,0.5,18.0,1709.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,106.25,117.4,5,61.3,NaN
158,450,247.5,0.55,18.0,1686.5,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,109.05,122.47,5,54.38,NaN
159,450,270.0,0.6,18.0,1664.0,"Fly Ash/GGBFS-0.6/0.4, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Heat curing (Rao et al.)",2.87,23.92,15.44,3.91,0.57,3.44,398.4,2.73,20,8,45,55,1.48,5.17,1.18,1,60,111.85,127.53,5,49.83,NaN
160,360,162.0,0.45,14.4,1862.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,73.55,70.18,5,33.83,NaN
161,360,180.0,0.5,14.4,1844.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,75.79,74.23,5,36.19,NaN
162,360,198.0,0.55,14.4,1826.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,78.03,78.29,5,31.11,NaN
163,360,216.0,0.6,14.4,1808.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,80.27,82.34,5,25.71,NaN
164,370,166.5,0.45,14.8,1847.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,74.68,72.13,5,34.31,NaN
165,370,185.0,0.5,14.8,1829.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,76.98,76.29,5,36.52,NaN
166,370,203.5,0.55,14.8,1810.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,79.28,80.46,5,30.27,NaN
167,370,222.0,0.6,14.8,1792.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.58,84.63,5,25.6,NaN
168,380,171.0,0.45,15.2,1833.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,75.81,74.08,5,34.79,NaN
169,380,190.0,0.5,15.2,1814.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,78.18,78.36,5,36.85,NaN
170,380,209.0,0.55,15.2,1795.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,80.54,82.63,5,29.43,NaN
171,380,228.0,0.6,15.2,1776.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,82.9,86.91,5,25.5,NaN
172,390,175.5,0.45,15.6,1818.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,76.94,76.03,5,38.27,NaN
173,390,195.0,0.5,15.6,1799.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,79.37,80.42,5,37.18,NaN
174,390,214.5,0.55,15.6,1779.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.79,84.81,5,28.6,NaN
175,390,234.0,0.6,15.6,1760.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,84.21,89.2,5,25.4,NaN
176,400,180.0,0.45,16.0,1804.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,78.07,77.98,5,35.76,NaN
177,400,200.0,0.5,16.0,1784.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,80.56,82.48,5,37.52,NaN
178,400,220.0,0.55,16.0,1764.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,83.04,86.98,5,27.77,NaN
179,400,240.0,0.6,16.0,1744.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,85.53,91.49,5,25.3,NaN
180,410,184.5,0.45,16.4,1789.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,79.2,79.93,5,36.24,NaN
181,410,205.0,0.5,16.4,1769.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.75,84.54,5,37.85,NaN
182,410,225.5,0.55,16.4,1748.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,84.3,89.16,5,26.95,NaN
183,410,246.0,0.6,16.4,1728.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.85,93.78,5,25.2,NaN
184,420,189.0,0.45,16.8,1775.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,80.33,81.87,5,36.69,NaN
185,420,210.0,0.5,16.8,1754.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,82.94,86.6,5,38.16,NaN
186,420,231.0,0.55,16.8,1733.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,85.55,91.33,5,26.17,NaN
187,420,252.0,0.6,16.8,1712.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,88.16,96.06,5,25.11,NaN
188,430,193.5,0.45,17.2,1760.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,81.46,83.82,5,35.7,NaN
189,430,215.0,0.5,17.2,1739.0,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,84.14,88.67,5,38.43,NaN
190,430,236.5,0.55,17.2,1717.5,"Fly Ash/GGBFS-0.7/0.3, Activator: Water/NaOH/Na2SiO3-0.72/0.08/0.2, Sulphonated Naphthalene formaldehyde-based superplactisizer (Rao et al. 2018), A/B-0.55/0.45, Ambient curing (Rao et al. 2018)",3.21,24.57,12.58,3.24,0.52,3.39,393.8,2.73,20,8,45,55,1.48,5.17,1.18,1,25,86.81,93.51,5,26.01,NaN
